,congresista_x,Partido,Camara,CC,ID,congresista_y
0,Abel David Jaramillo Largo,Movimiento Alternativo Indígena y Social,Camara,1,17,Abel David Jaramillo Largo
1,Abel David Jaramillo Largo,Movimiento Alternativo Indígena y Social,Camara,1,37,Abel David Jaramillo Largo
2,Abel David Jaramillo Largo,Movimiento Alternativo Indígena y Social,Camara,1,136,Abel David Jaramillo Largo
3,Abel David Jaramillo Largo,Movimiento Alternativo Indígena y Social,Camara,1,149,Abel David Jaramillo Largo
4,Abel David Jaramillo Largo,Movimiento Alternativo Indígena y Social,Camara,1,151,Abel David Jaramillo Largo
5,Abel David Jaramillo Largo,Movimiento Alternativo Indígena y Social,Camara,1,349,Abel David Jaramillo Largo
6,Abel David Jaramillo Largo,Movimiento Alternativo Indígena y Social,Camara,1,390,Abel David Jaramillo Largo
7,Alfredo Rafael Deluque Zuleta,Partido de la U,Camara,10,33,Alfredo Rafael Deluque Zuleta
8,Alfredo Rafael Deluque Zuleta,Partido de la U,Camara,10,37,Alfredo Rafael Deluque Zuleta
9,Alfredo Rafael Deluque Zuleta,Partido de la U,Camara,10,158,Alfredo Rafael Deluque Zuleta
10,Alfredo Rafael Deluque Zuleta,Partido de la U,Camara,10,209,Alfredo Rafael Deluque Zuleta
11,Alfredo Rafael Deluque Zuleta,Partido de la U,Camara,10,219,Alfredo Rafael Deluque Zuleta
12,Alfredo Rafael Deluque Zuleta,Partido de la U,Camara,10,221,Alfredo Rafael Deluque Zuleta
13,Alfredo Rafael Deluque Zuleta,Partido de la U,Camara,10,226,Alfredo Rafael Deluque Zuleta
14,Alfredo Rafael Deluque Zuleta,Partido de la U,Camara,10,269,Alfredo Rafael Deluque Zuleta
15,Alfredo Rafael Deluque Zuleta,Partido de la U,Camara,10,316,Alfredo Rafael Deluque Zuleta
16,Alfredo Rafael Deluque Zuleta,Partido de la U,Camara,10,320,Alfredo Rafael Deluque Zuleta
17,Alfredo Rafael Deluque Zuleta,Partido de la U,Camara,10,326,Alfredo Rafael Deluque Zuleta
18,Alfredo Rafael Deluque Zuleta,Partido de la U,Camara,10,327,Alfredo Rafael Deluque Zuleta
19,Alfredo Rafael Deluque Zuleta,Partido de la U,Camara,10,343,Alfredo Rafael Deluque Zuleta
20,Alfredo Rafael Deluque Zuleta,Partido de la U,Camara,10,352,Alfredo Rafael Deluque Zuleta
21,Alfredo Rafael Deluque Zuleta,Partido de la U,Camara,10,368,Alfredo Rafael Deluque Zuleta
22,Alfredo Rafael Deluque Zuleta,Partido de la U,Camara,10,369,Alfredo Rafael Deluque Zuleta
23,Alfredo Rafael Deluque Zuleta,Partido de la U,Camara,10,408,Alfredo Rafael Deluque Zuleta
24,Alfredo Rafael Deluque Zuleta,Partido de la U,Camara,10,564,Alfredo Rafael Deluque Zuleta
25,Alfredo Rafael Deluque Zuleta,Partido de la U,Camara,10,569,Alfredo Rafael Deluque Zuleta
26,Alfredo Rafael Deluque Zuleta,Partido de la U,Camara,10,570,Alfredo Rafael Deluque Zuleta
27,Alfredo Rafael Deluque Zuleta,Partido de la U,Camara,10,571,Alfredo Rafael Deluque Zuleta
28,Alfredo Rafael Deluque Zuleta,Partido de la U,Camara,10,595,Alfredo Rafael Deluque Zuleta
29,Alfredo Rafael Deluque Zuleta,Partido de la U,Camara,10,623,Alfredo Rafael Deluque Zuleta
30,Gabriel Jaime Vallejo Chujfi,Centro Democrático,Camara,100,27,Gabriel Jaime Vallejo Chujfi
31,Gabriel Jaime Vallejo Chujfi,Centro Democrático,Camara,100,212,Gabriel Jaime Vallejo Chujfi
32,Gabriel Jaime Vallejo Chujfi,Centro Democrático,Camara,100,228,Gabriel Jaime Vallejo Chujfi
33,Gabriel Jaime Vallejo Chujfi,Centro Democrático,Camara,100,257,Gabriel Jaime Vallejo Chujfi
34,Gabriel Jaime Vallejo Chujfi,Centro Democrático,Camara,100,264,Gabriel Jaime Vallejo Chujfi
35,Gabriel Jaime Vallejo Chujfi,Centro Democrático,Camara,100,317,Gabriel Jaime Vallejo Chujfi
36,Gabriel Jaime Vallejo Chujfi,Centro Democrático,Camara,100,351,Gabriel Jaime Vallejo Chujfi
37,Gabriel Jaime Vallejo Chujfi,Centro Democrático,Camara,100,392,Gabriel Jaime Vallejo Chujfi
38,Gabriel Jaime Vallejo Chujfi,Centro Democrático,Camara,100,424,Gabriel Jaime Vallejo Chujfi
39,Gabriel Jaime Velasco Ocampo ,Centro Democrático,Senado,101,4,Gabriel Jaime Velasco Ocampo
40,Gabriel Jaime Velasco Ocampo ,Centro Democrático,Senado,101,75,Gabriel Jaime Velasco Ocampo
41,Gabriel Jaime Velasco Ocampo ,Centro Democrático,Senado,101,76,Gabriel Jaime Velasco Ocampo
42,Gabriel Jaime Velasco Ocampo ,Centro Democrático,Senado,101,77,Gabriel Jaime Velasco Ocampo
43,Gabriel Jaime Velasco Ocampo ,Centro Democrático,Senado,101,123,Gabriel Jaime Velasco Ocampo
44,Gabriel Jaime Velasco Ocampo ,Centro Democrático,Senado,101,156,Gabriel Jaime Velasco Ocampo
45,Gabriel Jaime Velasco Ocampo ,Centro Democrático,Senado,101,172,Gabriel Jaime Velasco Ocampo
46,Gabriel Jaime Velasco Ocampo ,Centro Democrático,Senado,101,179,Gabriel Jaime Velasco Ocampo
47,Gabriel Jaime Velasco Ocampo ,Centro Democrático,Senado,101,184,Gabriel Jaime Velasco Ocampo
48,Gabriel Jaime Velasco Ocampo ,Centro Democrático,Senado,101,248,Gabriel Jaime Velasco Ocampo
49,Gabriel Jaime Velasco Ocampo ,Centro Democrático,Senado,101,267,Gabriel Jaime Velasco Ocampo
50,Gabriel Jaime Velasco Ocampo ,Centro Democrático,Senado,101,268,Gabriel Jaime Velasco Ocampo
51,Gabriel Jaime Velasco Ocampo ,Centro Democrático,Senado,101,277,Gabriel Jaime Velasco Ocampo
52,Gabriel Jaime Velasco Ocampo ,Centro Democrático,Senado,101,310,Gabriel Jaime Velasco Ocampo
53,Gabriel Jaime Velasco Ocampo ,Centro Democrático,Senado,101,346,Gabriel Jaime Velasco Ocampo
54,Gabriel Jaime Velasco Ocampo ,Centro Democrático,Senado,101,351,Gabriel Jaime Velasco Ocampo
55,Gabriel Jaime Velasco Ocampo ,Centro Democrático,Senado,101,360,Gabriel Jaime Velasco Ocampo
56,Gabriel Jaime Velasco Ocampo ,Centro Democrático,Senado,101,386,Gabriel Jaime Velasco Ocampo
57,Gabriel Jaime Velasco Ocampo ,Centro Democrático,Senado,101,389,Gabriel Jaime Velasco Ocampo
58,Gabriel Jaime Velasco Ocampo ,Centro Democrático,Senado,101,459,Gabriel Jaime Velasco Ocampo
59,Gabriel Santos García,Centro Democrático,Camara,102,10,Gabriel Santos García
60,Gabriel Santos García,Centro Democrático,Camara,102,21,Gabriel Santos García
61,Gabriel Santos García,Centro Democrático,Camara,102,175,Gabriel Santos García
62,Gabriel Santos García,Centro Democrático,Camara,102,212,Gabriel Santos García
63,Gabriel Santos García,Centro Democrático,Camara,102,260,Gabriel Santos García
64,Gabriel Santos García,Centro Democrático,Camara,102,264,Gabriel Santos García
65,Gabriel Santos García,Centro Democrático,Camara,102,268,Gabriel Santos García
66,Gabriel Santos García,Centro Democrático,Camara,102,317,Gabriel Santos García
67,Gabriel Santos García,Centro Democrático,Camara,102,324,Gabriel Santos García
68,Gabriel Santos García,Centro Democrático,Camara,102,386,Gabriel Santos García
69,Gabriel Santos García,Centro Democrático,Camara,102,389,Gabriel Santos García
70,Gabriel Santos García,Centro Democrático,Camara,102,392,Gabriel Santos García
71,Gabriel Santos García,Centro Democrático,Camara,102,472,Gabriel Santos García
72,Germán Alcides Blanco Álvarez,Partido Conservador Colombiano,Camara,103,17,Germán Alcides Blanco Álvarez
73,Germán Alcides Blanco Álvarez,Partido Conservador Colombiano,Camara,103,54,Germán Alcides Blanco Álvarez
74,Germán Alcides Blanco Álvarez,Partido Conservador Colombiano,Camara,103,165,Germán Alcides Blanco Álvarez
75,Germán Alcides Blanco Álvarez,Partido Conservador Colombiano,Camara,103,225,Germán Alcides Blanco Álvarez
76,Germán Alcides Blanco Álvarez,Partido Conservador Colombiano,Camara,103,246,Germán Alcides Blanco Álvarez
77,Germán Alcides Blanco Álvarez,Partido Conservador Colombiano,Camara,103,253,Germán Alcides Blanco Álvarez
78,Germán Alcides Blanco Álvarez,Partido Conservador Colombiano,Camara,103,255,Germán Alcides Blanco Álvarez
79,Germán Alcides Blanco Álvarez,Partido Conservador Colombiano,Camara,103,333,Germán Alcides Blanco Álvarez
80,Germán Alcides Blanco Álvarez,Partido Conservador Colombiano,Camara,103,353,Germán Alcides Blanco Álvarez
81,Germán Alcides Blanco Álvarez,Partido Conservador Colombiano,Camara,103,397,Germán Alcides Blanco Álvarez
82,Germán Alcides Blanco Álvarez,Partido Conservador Colombiano,Camara,103,401,Germán Alcides Blanco Álvarez
83,Germán Alcides Blanco Álvarez,Partido Conservador Colombiano,Camara,103,534,Germán Alcides Blanco Álvarez
84,Germán Alcides Blanco Álvarez,Partido Conservador Colombiano,Camara,103,565,Germán Alcides Blanco Álvarez
85,Germán Alcides Blanco Álvarez,Partido Conservador Colombiano,Camara,103,577,Germán Alcides Blanco Álvarez
86,Germán Alcides Blanco Álvarez,Partido Conservador Colombiano,Camara,103,578,Germán Alcides Blanco Álvarez
87,Germán Alcides Blanco Álvarez,Partido Conservador Colombiano,Camara,103,607,Germán Alcides Blanco Álvarez
88,Germán Alcides Blanco Álvarez,Partido Conservador Colombiano,Camara,103,608,Germán Alcides Blanco Álvarez
89,Germán Alcides Blanco Álvarez,Partido Conservador Colombiano,Camara,103,610,Germán Alcides Blanco Álvarez
90,Germán Alcides Blanco Álvarez,Partido Conservador Colombiano,Camara,103,611,Germán Alcides Blanco Álvarez
91,Germán Alcides Blanco Álvarez,Partido Conservador Colombiano,Camara,103,616,Germán Alcides Blanco Álvarez
92,Germán Darío Hoyos Giraldo ,Partido de la U,Senado,104,330,Germán Darío Hoyos Giraldo
93,Germán Varón Cotrino ,Cambio Radical,Senado,105,35,Germán Varón Cotrino
94,Germán Varón Cotrino ,Cambio Radical,Senado,105,36,Germán Varón Cotrino
95,Germán Varón Cotrino ,Cambio Radical,Senado,105,37,Germán Varón Cotrino
96,Germán Varón Cotrino ,Cambio Radical,Senado,105,100,Germán Varón Cotrino
97,Germán Varón Cotrino ,Cambio Radical,Senado,105,233,Germán Varón Cotrino
98,Germán Varón Cotrino ,Cambio Radical,Senado,105,264,Germán Varón Cotrino
99,Germán Varón Cotrino ,Cambio Radical,Senado,105,269,Germán Varón Cotrino
100,Germán Varón Cotrino ,Cambio Radical,Senado,105,279,Germán Varón Cotrino
101,Germán Varón Cotrino ,Cambio Radical,Senado,105,328,Germán Varón Cotrino
102,Germán Varón Cotrino ,Cambio Radical,Senado,105,368,Germán Varón Cotrino
103,Germán Varón Cotrino ,Cambio Radical,Senado,105,369,Germán Varón Cotrino
104,Germán Varón Cotrino ,Cambio Radical,Senado,105,371,Germán Varón Cotrino
105,Germán Varón Cotrino ,Cambio Radical,Senado,105,375,Germán Varón Cotrino
106,Germán Varón Cotrino ,Cambio Radical,Senado,105,382,Germán Varón Cotrino
107,Germán Varón Cotrino ,Cambio Radical,Senado,105,433,Germán Varón Cotrino
108,Germán Varón Cotrino ,Cambio Radical,Senado,105,621,Germán Varón Cotrino
109,Gloria Betty Zorro Africano,Cambio Radical,Camara,106,13,Gloria Betty Zorro Africano
110,Gloria Betty Zorro Africano,Cambio Radical,Camara,106,57,Gloria Betty Zorro Africano
111,Gloria Betty Zorro Africano,Cambio Radical,Camara,106,60,Gloria Betty Zorro Africano
112,Gloria Betty Zorro Africano,Cambio Radical,Camara,106,64,Gloria Betty Zorro Africano
113,Gloria Betty Zorro Africano,Cambio Radical,Camara,106,65,Gloria Betty Zorro Africano
114,Gloria Betty Zorro Africano,Cambio Radical,Camara,106,66,Gloria Betty Zorro Africano
115,Gloria Betty Zorro Africano,Cambio Radical,Camara,106,68,Gloria Betty Zorro Africano
116,Gloria Betty Zorro Africano,Cambio Radical,Camara,106,69,Gloria Betty Zorro Africano
117,Gloria Betty Zorro Africano,Cambio Radical,Camara,106,70,Gloria Betty Zorro Africano
118,Gloria Betty Zorro Africano,Cambio Radical,Camara,106,71,Gloria Betty Zorro Africano
119,Gloria Betty Zorro Africano,Cambio Radical,Camara,106,72,Gloria Betty Zorro Africano
120,Gloria Betty Zorro Africano,Cambio Radical,Camara,106,135,Gloria Betty Zorro Africano
121,Gloria Betty Zorro Africano,Cambio Radical,Camara,106,141,Gloria Betty Zorro Africano
122,Gloria Betty Zorro Africano,Cambio Radical,Camara,106,153,Gloria Betty Zorro Africano
123,Gloria Betty Zorro Africano,Cambio Radical,Camara,106,154,Gloria Betty Zorro Africano
124,Gloria Betty Zorro Africano,Cambio Radical,Camara,106,158,Gloria Betty Zorro Africano
125,Gloria Betty Zorro Africano,Cambio Radical,Camara,106,159,Gloria Betty Zorro Africano
126,Gloria Betty Zorro Africano,Cambio Radical,Camara,106,213,Gloria Betty Zorro Africano
127,Gloria Betty Zorro Africano,Cambio Radical,Camara,106,219,Gloria Betty Zorro Africano
128,Gloria Betty Zorro Africano,Cambio Radical,Camara,106,249,Gloria Betty Zorro Africano
129,Guillermo García Realpe ,Partido Liberal,Senado,107,37,Guillermo García Realpe
130,Guillermo García Realpe ,Partido Liberal,Senado,107,122,Guillermo García Realpe
131,Guillermo García Realpe ,Partido Liberal,Senado,107,215,Guillermo García Realpe
132,Guillermo García Realpe ,Partido Liberal,Senado,107,238,Guillermo García Realpe
133,Guillermo García Realpe ,Partido Liberal,Senado,107,414,Guillermo García Realpe
134,Guillermo García Realpe ,Partido Liberal,Senado,107,460,Guillermo García Realpe
135,Guillermo García Realpe ,Partido Liberal,Senado,107,461,Guillermo García Realpe
136,Guillermo García Realpe ,Partido Liberal,Senado,107,480,Guillermo García Realpe
137,Guillermo García Realpe ,Partido Liberal,Senado,107,518,Guillermo García Realpe
138,Gustavo Bolivar Moreno ,Coalicion Lista de la Decencia,Senado,108,221,Gustavo Bolívar Moreno
139,Gustavo Bolivar Moreno ,Coalicion Lista de la Decencia,Senado,108,238,Gustavo Bolívar Moreno
140,Gustavo Bolivar Moreno ,Coalicion Lista de la Decencia,Senado,108,284,Gustavo Bolívar Moreno
141,Gustavo Bolivar Moreno ,Coalicion Lista de la Decencia,Senado,108,285,Gustavo Bolívar Moreno
142,Gustavo Bolivar Moreno ,Coalicion Lista de la Decencia,Senado,108,295,Gustavo Bolívar Moreno
143,Gustavo Bolivar Moreno ,Coalicion Lista de la Decencia,Senado,108,296,Gustavo Bolívar Moreno
144,Gustavo Bolivar Moreno ,Coalicion Lista de la Decencia,Senado,108,297,Gustavo Bolívar Moreno
145,Gustavo Bolivar Moreno ,Coalicion Lista de la Decencia,Senado,108,298,Gustavo Bolívar Moreno
146,Gustavo Bolivar Moreno ,Coalicion Lista de la Decencia,Senado,108,349,Gustavo Bolívar Moreno
147,Gustavo Bolivar Moreno ,Coalicion Lista de la Decencia,Senado,108,480,Gustavo Bolívar Moreno
148,Gustavo Bolivar Moreno ,Coalicion Lista de la Decencia,Senado,108,563,Gustavo Bolívar Moreno
149,Gustavo Bolivar Moreno ,Coalicion Lista de la Decencia,Senado,108,568,Gustavo Bolívar Moreno
150,Gustavo Bolivar Moreno ,Coalicion Lista de la Decencia,Senado,108,573,Gustavo Bolívar Moreno
151,Gustavo Bolivar Moreno ,Coalicion Lista de la Decencia,Senado,108,581,Gustavo Bolívar Moreno
152,Gustavo Bolivar Moreno ,Coalicion Lista de la Decencia,Senado,108,582,Gustavo Bolívar Moreno
153,Gustavo Bolivar Moreno ,Coalicion Lista de la Decencia,Senado,108,588,Gustavo Bolívar Moreno
154,Gustavo Bolivar Moreno ,Coalicion Lista de la Decencia,Senado,108,589,Gustavo Bolívar Moreno
155,Gustavo Bolivar Moreno ,Coalicion Lista de la Decencia,Senado,108,590,Gustavo Bolívar Moreno
156,Gustavo Bolivar Moreno ,Coalicion Lista de la Decencia,Senado,108,598,Gustavo Bolívar Moreno
157,Gustavo Bolivar Moreno ,Coalicion Lista de la Decencia,Senado,108,599,Gustavo Bolívar Moreno
158,Gustavo Bolivar Moreno ,Coalicion Lista de la Decencia,Senado,108,600,Gustavo Bolívar Moreno
159,Gustavo Bolivar Moreno ,Coalicion Lista de la Decencia,Senado,108,602,Gustavo Bolívar Moreno
160,Gustavo Hernán Puentes Díaz,Partido Conservador Colombiano,Camara,1090,57,Gustavo Hernán  Puentes Díaz
161,Gustavo Hernán Puentes Díaz,Partido Conservador Colombiano,Camara,1090,58,Gustavo Hernán  Puentes Díaz
162,Gustavo Hernán Puentes Díaz,Partido Conservador Colombiano,Camara,1090,64,Gustavo Hernán  Puentes Díaz
163,Gustavo Hernán Puentes Díaz,Partido Conservador Colombiano,Camara,1090,65,Gustavo Hernán  Puentes Díaz
164,Gustavo Hernán Puentes Díaz,Partido Conservador Colombiano,Camara,1090,66,Gustavo Hernán  Puentes Díaz
165,Gustavo Hernán Puentes Díaz,Partido Conservador Colombiano,Camara,1090,68,Gustavo Hernán  Puentes Díaz
166,Gustavo Hernán Puentes Díaz,Partido Conservador Colombiano,Camara,1090,69,Gustavo Hernán  Puentes Díaz
167,Gustavo Hernán Puentes Díaz,Partido Conservador Colombiano,Camara,1090,70,Gustavo Hernán  Puentes Díaz
168,Gustavo Hernán Puentes Díaz,Partido Conservador Colombiano,Camara,1090,71,Gustavo Hernán  Puentes Díaz
169,Gustavo Hernán Puentes Díaz,Partido Conservador Colombiano,Camara,1090,153,Gustavo Hernán  Puentes Díaz
170,Gustavo Hernán Puentes Díaz,Partido Conservador Colombiano,Camara,1090,154,Gustavo Hernán  Puentes Díaz
171,Gustavo Hernán Puentes Díaz,Partido Conservador Colombiano,Camara,1090,213,Gustavo Hernán  Puentes Díaz
172,Gustavo Hernán Puentes Díaz,Partido Conservador Colombiano,Camara,1090,219,Gustavo Hernán  Puentes Díaz
173,Gustavo Hernán Puentes Díaz,Partido Conservador Colombiano,Camara,1090,249,Gustavo Hernán  Puentes Díaz
174,Gustavo Hernán Puentes Díaz,Partido Conservador Colombiano,Camara,1090,318,Gustavo Hernán  Puentes Díaz
175,Gustavo Hernán Puentes Díaz,Partido Conservador Colombiano,Camara,1090,368,Gustavo Hernán  Puentes Díaz
176,Gustavo Hernán Puentes Díaz,Partido Conservador Colombiano,Camara,1090,369,Gustavo Hernán  Puentes Díaz
177,Gustavo Hernán Puentes Díaz,Partido Conservador Colombiano,Camara,1090,371,Gustavo Hernán  Puentes Díaz
178,Gustavo Francisco Petro Urrego ,Colombia Humana,Senado,109,221,Gustavo Francisco Petro Urrego
179,Gustavo Francisco Petro Urrego ,Colombia Humana,Senado,109,349,Gustavo Francisco Petro Urrego
180,Gustavo Francisco Petro Urrego ,Colombia Humana,Senado,109,480,Gustavo Francisco Petro Urrego
181,Gustavo Francisco Petro Urrego ,Colombia Humana,Senado,109,563,Gustavo Francisco Petro Urrego
182,Gustavo Francisco Petro Urrego ,Colombia Humana,Senado,109,568,Gustavo Francisco Petro Urrego
183,Gustavo Francisco Petro Urrego ,Colombia Humana,Senado,109,572,Gustavo Francisco Petro Urrego
184,Gustavo Francisco Petro Urrego ,Colombia Humana,Senado,109,573,Gustavo Francisco Petro Urrego
185,Gustavo Francisco Petro Urrego ,Colombia Humana,Senado,109,574,Gustavo Francisco Petro Urrego
186,Gustavo Francisco Petro Urrego ,Colombia Humana,Senado,109,581,Gustavo Francisco Petro Urrego
187,Gustavo Francisco Petro Urrego ,Colombia Humana,Senado,109,582,Gustavo Francisco Petro Urrego
188,Gustavo Francisco Petro Urrego ,Colombia Humana,Senado,109,588,Gustavo Francisco Petro Urrego
189,Gustavo Francisco Petro Urrego ,Colombia Humana,Senado,109,589,Gustavo Francisco Petro Urrego
190,Gustavo Francisco Petro Urrego ,Colombia Humana,Senado,109,590,Gustavo Francisco Petro Urrego
191,Gustavo Francisco Petro Urrego ,Colombia Humana,Senado,109,598,Gustavo Francisco Petro Urrego
192,Gustavo Francisco Petro Urrego ,Colombia Humana,Senado,109,599,Gustavo Francisco Petro Urrego
193,Gustavo Francisco Petro Urrego ,Colombia Humana,Senado,109,600,Gustavo Francisco Petro Urrego
194,Gustavo Francisco Petro Urrego ,Colombia Humana,Senado,109,602,Gustavo Francisco Petro Urrego
195,Alonso José del Rio Cabarcas,Partido de la U,Camara,11,42,Alonso José del Río Cabarcas 
196,Alonso José del Rio Cabarcas,Partido de la U,Camara,11,54,Alonso José del Río Cabarcas 
197,Alonso José del Rio Cabarcas,Partido de la U,Camara,11,226,Alonso José del Río Cabarcas 
198,Alonso José del Rio Cabarcas,Partido de la U,Camara,11,227,Alonso José del Río Cabarcas 
199,Alonso José del Rio Cabarcas,Partido de la U,Camara,11,368,Alonso José del Río Cabarcas 
200,Alonso José del Rio Cabarcas,Partido de la U,Camara,11,369,Alonso José del Río Cabarcas 
201,Alonso José del Rio Cabarcas,Partido de la U,Camara,11,409,Alonso José del Río Cabarcas 
202,Alonso José del Rio Cabarcas,Partido de la U,Camara,11,595,Alonso José del Río Cabarcas 
203,Gustavo Londoño García,Centro Democrático,Camara,110,17,Gustavo Londoño García
204,Gustavo Londoño García,Centro Democrático,Camara,110,20,Gustavo Londoño García
205,Gustavo Londoño García,Centro Democrático,Camara,110,41,Gustavo Londoño García
206,Gustavo Londoño García,Centro Democrático,Camara,110,142,Gustavo Londoño García
207,Gustavo Londoño García,Centro Democrático,Camara,110,194,Gustavo Londoño García
208,Gustavo Londoño García,Centro Democrático,Camara,110,212,Gustavo Londoño García
209,Gustavo Londoño García,Centro Democrático,Camara,110,324,Gustavo Londoño García
210,Gustavo Londoño García,Centro Democrático,Camara,110,426,Gustavo Londoño García
211,Harold Augusto Valencia Infante,Partido de la U,Camara,111,54,Harold Augusto Valencia Infante
212,Harold Augusto Valencia Infante,Partido de la U,Camara,111,162,Harold Augusto Valencia Infante
213,Harold Augusto Valencia Infante,Partido de la U,Camara,111,163,Harold Augusto Valencia Infante
214,Harold Augusto Valencia Infante,Partido de la U,Camara,111,227,Harold Augusto Valencia Infante
215,Harold Augusto Valencia Infante,Partido de la U,Camara,111,231,Harold Augusto Valencia Infante
216,Harold Augusto Valencia Infante,Partido de la U,Camara,111,234,Harold Augusto Valencia Infante
217,Harold Augusto Valencia Infante,Partido de la U,Camara,111,239,Harold Augusto Valencia Infante
218,Harold Augusto Valencia Infante,Partido de la U,Camara,111,316,Harold Augusto Valencia Infante
219,Harold Augusto Valencia Infante,Partido de la U,Camara,111,320,Harold Augusto Valencia Infante
220,Harold Augusto Valencia Infante,Partido de la U,Camara,111,326,Harold Augusto Valencia Infante
221,Harold Augusto Valencia Infante,Partido de la U,Camara,111,327,Harold Augusto Valencia Infante
222,Harry Giovanny González García,Partido Liberal,Camara,112,37,Harry Giovanny González García
223,Harry Giovanny González García,Partido Liberal,Camara,112,54,Harry Giovanny González García
224,Harry Giovanny González García,Partido Liberal,Camara,112,121,Harry Giovanny González García
225,Harry Giovanny González García,Partido Liberal,Camara,112,122,Harry Giovanny González García
226,Harry Giovanny González García,Partido Liberal,Camara,112,125,Harry Giovanny González García
227,Harry Giovanny González García,Partido Liberal,Camara,112,130,Harry Giovanny González García
228,Harry Giovanny González García,Partido Liberal,Camara,112,177,Harry Giovanny González García
229,Harry Giovanny González García,Partido Liberal,Camara,112,178,Harry Giovanny González García
230,Harry Giovanny González García,Partido Liberal,Camara,112,221,Harry Giovanny González García
231,Harry Giovanny González García,Partido Liberal,Camara,112,228,Harry Giovanny González García
232,Harry Giovanny González García,Partido Liberal,Camara,112,254,Harry Giovanny González García
233,Harry Giovanny González García,Partido Liberal,Camara,112,255,Harry Giovanny González García
234,Harry Giovanny González García,Partido Liberal,Camara,112,256,Harry Giovanny González García
235,Harry Giovanny González García,Partido Liberal,Camara,112,315,Harry Giovanny González García
236,Harry Giovanny González García,Partido Liberal,Camara,112,325,Harry Giovanny González García
237,Harry Giovanny González García,Partido Liberal,Camara,112,331,Harry Giovanny González García
238,Harry Giovanny González García,Partido Liberal,Camara,112,341,Harry Giovanny González García
239,Harry Giovanny González García,Partido Liberal,Camara,112,343,Harry Giovanny González García
240,Harry Giovanny González García,Partido Liberal,Camara,112,361,Harry Giovanny González García
241,Harry Giovanny González García,Partido Liberal,Camara,112,362,Harry Giovanny González García
242,Harry Giovanny González García,Partido Liberal,Camara,112,364,Harry Giovanny González García
243,Harry Giovanny González García,Partido Liberal,Camara,112,372,Harry Giovanny González García
244,Harry Giovanny González García,Partido Liberal,Camara,112,378,Harry Giovanny González García
245,Harry Giovanny González García,Partido Liberal,Camara,112,380,Harry Giovanny González García
246,Harry Giovanny González García,Partido Liberal,Camara,112,387,Harry Giovanny González García
247,Harry Giovanny González García,Partido Liberal,Camara,112,408,Harry Giovanny González García
248,Harry Giovanny González García,Partido Liberal,Camara,112,449,Harry Giovanny González García
249,Harry Giovanny González García,Partido Liberal,Camara,112,480,Harry Giovanny González García
250,Harry Giovanny González García,Partido Liberal,Camara,112,483,Harry Giovanny González García
251,Henry Fernando Correal Herrera,Partido Liberal,Camara,113,80,Henry Fernando Correal Herrera
252,Henry Fernando Correal Herrera,Partido Liberal,Camara,113,87,Henry Fernando Correal Herrera
253,Henry Fernando Correal Herrera,Partido Liberal,Camara,113,94,Henry Fernando Correal Herrera
254,Henry Fernando Correal Herrera,Partido Liberal,Camara,113,174,Henry Fernando Correal Herrera
255,Henry Fernando Correal Herrera,Partido Liberal,Camara,113,177,Henry Fernando Correal Herrera
256,Henry Fernando Correal Herrera,Partido Liberal,Camara,113,178,Henry Fernando Correal Herrera
257,Henry Fernando Correal Herrera,Partido Liberal,Camara,113,228,Henry Fernando Correal Herrera
258,Henry Fernando Correal Herrera,Partido Liberal,Camara,113,254,Henry Fernando Correal Herrera
259,Henry Fernando Correal Herrera,Partido Liberal,Camara,113,256,Henry Fernando Correal Herrera
260,Henry Fernando Correal Herrera,Partido Liberal,Camara,113,270,Henry Fernando Correal Herrera
261,Henry Fernando Correal Herrera,Partido Liberal,Camara,113,311,Henry Fernando Correal Herrera
262,Henry Fernando Correal Herrera,Partido Liberal,Camara,113,361,Henry Fernando Correal Herrera
263,Henry Fernando Correal Herrera,Partido Liberal,Camara,113,378,Henry Fernando Correal Herrera
264,Henry Fernando Correal Herrera,Partido Liberal,Camara,113,379,Henry Fernando Correal Herrera
265,Henry Fernando Correal Herrera,Partido Liberal,Camara,113,387,Henry Fernando Correal Herrera
266,Henry Fernando Correal Herrera,Partido Liberal,Camara,113,548,Henry Fernando Correal Herrera
267,Hernando Guida Ponce,Partido de la U,Camara,114,184,Hernando Guida Ponce
268,Hernando Guida Ponce,Partido de la U,Camara,114,227,Hernando Guida Ponce
269,Hernando Guida Ponce,Partido de la U,Camara,114,240,Hernando Guida Ponce
270,Hernando Guida Ponce,Partido de la U,Camara,114,316,Hernando Guida Ponce
271,Hernando Guida Ponce,Partido de la U,Camara,114,320,Hernando Guida Ponce
272,Hernando Guida Ponce,Partido de la U,Camara,114,326,Hernando Guida Ponce
273,Hernando Guida Ponce,Partido de la U,Camara,114,327,Hernando Guida Ponce
274,Hernando José Padaui Álvarez,Cambio Radical,Camara,115,228,Hernando Jose Padaui Alvarez
275,Hernando José Padaui Álvarez,Cambio Radical,Camara,115,315,Hernando Jose Padaui Alvarez
276,Hernando José Padaui Álvarez,Cambio Radical,Camara,115,363,Hernando Jose Padaui Alvarez
277,Hernando José Padaui Álvarez,Cambio Radical,Camara,115,405,Hernando Jose Padaui Alvarez
278,Hernando José Padaui Álvarez,Cambio Radical,Camara,115,421,Hernando Jose Padaui Alvarez
